id,name,school,primaryEmailAddress.value,socialLinks,profileUrl
demo-0136,Yusuf Bertrand,Brooklyn College,yusuf.bertrand@example.com,"[{'type': 'LinkedIn', 'url': 'https://linkedin.com/in/demo-yusuf-bertrand'}]",https://app.ashbyhq.com/demo/demo-0136
demo-0137,Evelyn Hoffman,Brooklyn College,evelyn.hoffman@example.com,[],https://app.ashbyhq.com/demo/demo-0137
demo-0138,Tariq Bennett,Brooklyn College,tariq.bennett@example.com,[],https://app.ashbyhq.com/demo/demo-0138
demo-0139,Yara Okafor,The City College of New York,yara.okafor@example.com,"[{'type': 'LinkedIn', 'url': 'https://linkedin.com/in/demo-yara-okafor'}, {'type': 'GitHub', 'url': 'https://github.com/demo-yara-okafor'}]",https://app.ashbyhq.com/demo/demo-0139
demo-0140,Greta Xu,The City College of New York,greta.xu@example.com,[],https://app.ashbyhq.com/demo/demo-0140
demo-0141,Katherine Bennett,The City College of New York,katherine.bennett@example.com,"[{'type': 'LinkedIn', 'url': 'https://linkedin.com/in/demo-katherine-bennett'}]",https://app.ashbyhq.com/demo/demo-0141
demo-0142,Xavier Quintero,Pace University,xavier.quintero@example.com,"[{'type': 'LinkedIn', 'url': 'https://linkedin.com/in/demo-xavier-quintero'}]",https://app.ashbyhq.com/demo/demo-0142
demo-0143,Nils Gallagher,Pace University,nils.gallagher@example.com,"[{'type': 'GitHub', 'url': 'https://github.com/demo-nils-gallagher'}]",https://app.ashbyhq.com/demo/demo-0143
demo-0144,Zoe Eriksen,Pace University,zoe.eriksen@example.com,"[{'type': 'LinkedIn', 'url': 'https://linkedin.com/in/demo-zoe-eriksen'}]",https://app.ashbyhq.com/demo/demo-0144
demo-0145,Sofia Eriksen,Rensselaer Polytechnic Institute,sofia.eriksen@example.com,"[{'type': 'GitHub', 'url': 'https://github.com/demo-sofia-eriksen'}]",https://app.ashbyhq.com/demo/demo-0145
demo-0146,Olga Nakamura,Rensselaer Polytechnic Institute,olga.nakamura@example.com,"[{'type': 'LinkedIn', 'url': 'https://linkedin.com/in/demo-olga-nakamura'}]",https://app.ashbyhq.com/demo/demo-0146
demo-0147,Victor Fontaine,Syracuse University,victor.fontaine@example.com,"[{'type': 'GitHub', 'url': 'https://github.com/demo-victor-fontaine'}]",https://app.ashbyhq.com/demo/demo-0147
demo-0148,Zane Silva,Syracuse University,zane.silva@example.com,[],https://app.ashbyhq.com/demo/demo-0148
demo-0149,Hugo Mbeki,University of Texas at Austin,hugo.mbeki@example.com,"[{'type': 'LinkedIn', 'url': 'https://linkedin.com/in/demo-hugo-mbeki'}, {'type': 'GitHub', 'url': 'https://github.com/demo-hugo-mbeki'}]",https://app.ashbyhq.com/demo/demo-0149
demo-0150,Ivan Tanaka,University of Texas at Austin,ivan.tanaka@example.com,"[{'type': 'LinkedIn', 'url': 'https://linkedin.com/in/demo-ivan-tanaka'}, {'type': 'GitHub', 'url': 'https://github.com/demo-ivan-tanaka'}]",https://app.ashbyhq.com/demo/demo-0150
demo-0151,Wanda Dubois,Purdue University,wanda.dubois@example.com,"[{'type': 'LinkedIn', 'url': 'https://linkedin.com/in/demo-wanda-dubois'}]",https://app.ashbyhq.com/demo/demo-0151
demo-0152,Annie Nakamura,Purdue University,annie.nakamura@example.com,"[{'type': 'LinkedIn', 'url': 'https://linkedin.com/in/demo-annie-nakamura'}, {'type': 'GitHub', 'url': 'https://github.com/demo-annie-nakamura'}]",https://app.ashbyhq.com/demo/demo-0152
demo-0153,Zoe Silva,San Francisco State University,zoe.silva@example.com,"[{'type': 'LinkedIn', 'url': 'https://linkedin.com/in/demo-zoe-silva'}]",https://app.ashbyhq.com/demo/demo-0153
demo-0154,Dorothy Jacobs,San Francisco State University,dorothy.jacobs@example.com,"[{'type': 'LinkedIn', 'url': 'https://linkedin.com/in/demo-dorothy-jacobs'}]",https://app.ashbyhq.com/demo/demo-0154
demo-0155,Nina Emerson,University of San Francisco,nina.emerson@example.com,"[{'type': 'LinkedIn', 'url': 'https://linkedin.com/in/demo-nina-emerson'}]",https://app.ashbyhq.com/demo/demo-0155
demo-0156,Uma Rosenberg,University of San Francisco,uma.rosenberg@example.com,"[{'type': 'LinkedIn', 'url': 'https://linkedin.com/in/demo-uma-rosenberg'}]",https://app.ashbyhq.com/demo/demo-0156
demo-0157,Nina Nakamura,Queens College,nina.nakamura@example.com,"[{'type': 'LinkedIn', 'url': 'https://linkedin.com/in/demo-nina-nakamura'}, {'type': 'GitHub', 'url': 'https://github.com/demo-nina-nakamura'}]",https://app.ashbyhq.com/demo/demo-0157
demo-0158,Nils Hoffman,Queens College,nils.hoffman@example.com,"[{'type': 'LinkedIn', 'url': 'https://linkedin.com/in/demo-nils-hoffman'}]",https://app.ashbyhq.com/demo/demo-0158
demo-0159,Jane Hayashi,Hofstra University,jane.hayashi@example.com,"[{'type': 'LinkedIn', 'url': 'https://linkedin.com/in/demo-jane-hayashi'}, {'type': 'GitHub', 'url': 'https://github.com/demo-jane-hayashi'}]",https://app.ashbyhq.com/demo/demo-0159
demo-0160,Yara Fontaine,Hofstra University,yara.fontaine@example.com,"[{'type': 'LinkedIn', 'url': 'https://linkedin.com/in/demo-yara-fontaine'}, {'type': 'GitHub', 'url': 'https://github.com/demo-yara-fontaine'}]",https://app.ashbyhq.com/demo/demo-0160
demo-0161,Xavier Choi,Adelphi University,xavier.choi@example.com,"[{'type': 'LinkedIn', 'url': 'https://linkedin.com/in/demo-xavier-choi'}]",https://app.ashbyhq.com/demo/demo-0161
demo-0162,Sanjay Whitfield,Adelphi University,sanjay.whitfield@example.com,"[{'type': 'LinkedIn', 'url': 'https://linkedin.com/in/demo-sanjay-whitfield'}, {'type': 'GitHub', 'url': 'https://github.com/demo-sanjay-whitfield'}]",https://app.ashbyhq.com/demo/demo-0162
demo-0163,Nadia Alvarez,Princeton University,nadia.alvarez@example.com,"[{'type': 'LinkedIn', 'url': 'https://linkedin.com/in/demo-nadia-alvarez'}]",https://app.ashbyhq.com/demo/demo-0163
demo-0164,Rosa Hayashi,Duke University,rosa.hayashi@example.com,"[{'type': 'GitHub', 'url': 'https://github.com/demo-rosa-hayashi'}]",https://app.ashbyhq.com/demo/demo-0164
demo-0165,Ada Silva,Rice University,ada.silva@example.com,"[{'type': 'LinkedIn', 'url': 'https://linkedin.com/in/demo-ada-silva'}, {'type': 'GitHub', 'url': 'https://github.com/demo-ada-silva'}]",https://app.ashbyhq.com/demo/demo-0165
demo-0166,Quinn Lombardi,Vassar College,quinn.lombardi@example.com,"[{'type': 'LinkedIn', 'url': 'https://linkedin.com/in/demo-quinn-lombardi'}]",https://app.ashbyhq.com/demo/demo-0166
demo-0167,Olga Rosenberg,Barnard College,olga.rosenberg@example.com,"[{'type': 'GitHub', 'url': 'https://github.com/demo-olga-rosenberg'}]",https://app.ashbyhq.com/demo/demo-0167
demo-0168,Katherine Silva,Pratt Institute,katherine.silva@example.com,"[{'type': 'LinkedIn', 'url': 'https://linkedin.com/in/demo-katherine-silva'}, {'type': 'GitHub', 'url': 'https://github.com/demo-katherine-silva'}]",https://app.ashbyhq.com/demo/demo-0168
demo-0169,Jane Bertrand,SUNY Geneseo,jane.bertrand@example.com,"[{'type': 'LinkedIn', 'url': 'https://linkedin.com/in/demo-jane-bertrand'}, {'type': 'GitHub', 'url': 'https://github.com/demo-jane-bertrand'}]",https://app.ashbyhq.com/demo/demo-0169
demo-0170,Priya Bertrand,Lehman College,priya.bertrand@example.com,[],https://app.ashbyhq.com/demo/demo-0170
demo-0171,Zane Jacobs,University of Rochester,zane.jacobs@example.com,"[{'type': 'LinkedIn', 'url': 'https://linkedin.com/in/demo-zane-jacobs'}]",https://app.ashbyhq.com/demo/demo-0171
demo-0172,Katherine Abbas,Rochester Institute of Technology,katherine.abbas@example.com,"[{'type': 'LinkedIn', 'url': 'https://linkedin.com/in/demo-katherine-abbas'}]",https://app.ashbyhq.com/demo/demo-0172
demo-0173,Hugo Silva,Tufts University,hugo.silva@example.com,"[{'type': 'LinkedIn', 'url': 'https://linkedin.com/in/demo-hugo-silva'}]",https://app.ashbyhq.com/demo/demo-0173
demo-0174,Bryce Ibrahim,University of Southern California,bryce.ibrahim@example.com,"[{'type': 'LinkedIn', 'url': 'https://linkedin.com/in/demo-bryce-ibrahim'}]",https://app.ashbyhq.com/demo/demo-0174
demo-0175,Karen Tanaka,Arizona State University,karen.tanaka@example.com,"[{'type': 'LinkedIn', 'url': 'https://linkedin.com/in/demo-karen-tanaka'}]",https://app.ashbyhq.com/demo/demo-0175
demo-0176,Hugo Quintero,MIT,hugo.quintero@example.com,"[{'type': 'LinkedIn', 'url': 'https://linkedin.com/in/demo-hugo-quintero'}, {'type': 'GitHub', 'url': 'https://github.com/demo-hugo-quintero'}]",https://app.ashbyhq.com/demo/demo-0176
demo-0177,Wanda Jacobs,nyu,wanda.jacobs@example.com,"[{'type': 'GitHub', 'url': 'https://github.com/demo-wanda-jacobs'}]",https://app.ashbyhq.com/demo/demo-0177
demo-0178,Hugo Kowalski,UC Berkeley,hugo.kowalski@example.com,"[{'type': 'LinkedIn', 'url': 'https://linkedin.com/in/demo-hugo-kowalski'}]",https://app.ashbyhq.com/demo/demo-0178
demo-0179,Sofia Fontaine,Georgia Tech,sofia.fontaine@example.com,"[{'type': 'LinkedIn', 'url': 'https://linkedin.com/in/demo-sofia-fontaine'}]",https://app.ashbyhq.com/demo/demo-0179
demo-0180,Nadia Choi,"Yale University, College of Arts and Sciences",nadia.choi@example.com,"[{'type': 'LinkedIn', 'url': 'https://linkedin.com/in/demo-nadia-choi'}]",https://app.ashbyhq.com/demo/demo-0180
demo-0181,Hedy Farrell,NYU School of Professional Studies,hedy.farrell@example.com,"[{'type': 'LinkedIn', 'url': 'https://linkedin.com/in/demo-hedy-farrell'}]",https://app.ashbyhq.com/demo/demo-0181
demo-0182,Marvin Petrov,Baruch College / Hunter College,marvin.petrov@example.com,"[{'type': 'LinkedIn', 'url': 'https://linkedin.com/in/demo-marvin-petrov'}]",https://app.ashbyhq.com/demo/demo-0182
demo-0183,Donald Bennett,Harvard Extension School,donald.bennett@example.com,[],https://app.ashbyhq.com/demo/demo-0183
demo-0184,Sanjay Hoffman,Harvard Business School,sanjay.hoffman@example.com,"[{'type': 'LinkedIn', 'url': 'https://linkedin.com/in/demo-sanjay-hoffman'}, {'type': 'GitHub', 'url': 'https://github.com/demo-sanjay-hoffman'}]",https://app.ashbyhq.com/demo/demo-0184
demo-0185,Olga Dubois,Riverside Senior High School,olga.dubois@example.com,"[{'type': 'LinkedIn', 'url': 'https://linkedin.com/in/demo-olga-dubois'}]",https://app.ashbyhq.com/demo/demo-0185
demo-0186,Priya Ibrahim,The University,priya.ibrahim@example.com,[],https://app.ashbyhq.com/demo/demo-0186
demo-0187,Rafael Nakamura,University of California,rafael.nakamura@example.com,"[{'type': 'LinkedIn', 'url': 'https://linkedin.com/in/demo-rafael-nakamura'}]",https://app.ashbyhq.com/demo/demo-0187
demo-0188,Quinn Zhang,,quinn.zhang@example.com,[],https://app.ashbyhq.com/demo/demo-0188
demo-0189,Leslie Bennett,CARNEGIE MELLON UNIVERSITY,leslie.bennett@example.com,"[{'type': 'LinkedIn', 'url': 'https://linkedin.com/in/demo-leslie-bennett'}]",https://app.ashbyhq.com/demo/demo-0189
demo-0190,Olga Emerson,"Duke University, Trinity College of Arts and Sciences",olga.emerson@example.com,[],https://app.ashbyhq.com/demo/demo-0190
demo-0191,Marvin Jensen,mit,marvin.jensen@example.com,"[{'type': 'Website', 'url': 'https://example.com/demo'}]",https://app.ashbyhq.com/demo/demo-0001
